,Player,Pos,Age,Tm,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2022/23,2023/24,2024/25,2025/26,2026/27,2027/28
361,Otto Porter Jr,SF,29,TOR,18.3,1.9,3.8,.500,0.8,2.1,.353,1.1,1.6,.692,.600,1.0,1.0,1.000,0.8,1.6,2.4,1.0,1.4,0.0,0.5,0.9,5.5,14.3,.656,.567,.267,4.3,10.8,7.3,7.5,3.7,0.0,10.7,11.0,0.3,0.2,0.4,.141,-1.2,1.8,0.6,0.1,6000000,6300000,0,0,0,0
362,Bobby Portis,PF,27,MIL,26.5,5.9,12.0,.496,1.2,3.6,.324,4.8,8.4,.571,.545,1.1,1.4,.815,2.7,7.6,10.3,1.8,0.4,0.3,1.2,1.7,14.2,19.0,.563,.303,.115,10.9,29.4,20.3,11.3,0.7,0.8,8.4,21.8,1.7,1.6,3.3,.152,2.0,-0.4,1.6,0.9,10843350,11710818,12578286,13445754,0,0
363,Kristaps Porzingis,PF,27,WAS,32.7,7.3,15.4,.476,1.8,5.3,.328,5.6,10.0,.554,.533,5.6,6.9,.807,2.0,7.0,9.0,2.4,1.0,1.6,2.3,3.0,21.9,21.8,.596,.347,.450,7.0,22.9,15.2,11.5,1.5,4.0,10.9,27.4,2.0,1.7,3.7,.152,2.5,0.4,2.9,1.5,33833400,36016200,0,0,0,0
364,Micah Potter,PF,24,UTA,4.7,0.7,0.7,1.000,0.0,0.0,,0.7,0.7,1.000,1.000,0.0,0.0,,0.3,0.7,1.0,0.7,0.0,0.0,0.0,0.7,1.3,17.1,1.000,.000,.000,7.9,16.0,11.9,19.5,0.0,0.0,0.0,6.0,0.1,0.0,0.1,.235,2.3,1.4,3.7,0.0,508891,547349,0,0,0,0
365,Dwight Powell,C,31,DAL,17.6,2.2,3.0,.731,0.0,0.1,.000,2.2,2.9,.745,.731,1.6,2.2,.700,1.9,1.9,3.8,0.6,0.5,0.4,0.8,2.8,5.9,15.4,.747,.019,.741,12.6,12.9,12.8,5.1,1.5,2.1,16.4,12.2,1.8,0.6,2.4,.179,-1.4,-0.2,-1.6,0.1,11080125,0,0,0,0,0
366,Norman Powell,SG,29,LAC,25.0,5.2,11.1,.469,1.6,4.2,.385,3.6,6.8,.521,.542,3.1,4.0,.775,0.3,2.5,2.9,1.7,0.8,0.4,1.8,1.9,15.1,15.5,.589,.381,.364,1.5,11.0,6.3,11.1,1.5,1.4,12.2,25.5,0.5,0.9,1.4,.084,-0.3,-0.3,-0.6,0.3,16758621,18000000,19241379,20482758,0,0
367,Jason Preston,PG,23,LAC,9.1,1.1,3.0,.381,0.6,1.6,.364,0.6,1.4,.400,.476,0.0,0.3,.000,0.1,1.3,1.4,2.0,0.1,0.0,0.6,0.7,2.9,9.4,.457,.524,.095,1.7,15.2,8.6,31.7,0.8,0.0,15.5,17.6,0.0,0.1,0.0,.033,-3.2,-0.2,-3.3,0.0,1563518,1836096,0,0,0,0
368,Joshua Primo,SG,20,SAS,23.3,2.3,6.5,.346,0.8,3.0,.250,1.5,3.5,.429,.404,1.8,2.3,.778,0.5,2.8,3.3,4.5,0.3,0.5,2.8,2.0,7.0,6.4,.467,.462,.346,2.3,13.7,7.8,24.4,0.5,1.8,26.9,18.3,-0.1,0.0,-0.1,-0.067,-4.4,-1.9,-6.3,-0.1,4144320,4341600,0,0,0,0
369,Taurean Prince,SF,28,MIN,20.2,3.1,6.1,.508,1.3,3.3,.391,1.8,2.8,.644,.613,1.0,1.2,.769,0.3,2.0,2.4,1.2,0.3,0.2,1.3,2.7,8.4,9.7,.635,.539,.203,1.9,10.8,6.5,8.4,0.7,0.9,16.2,16.7,0.2,0.3,0.5,.053,-2.5,-1.1,-3.6,-0.2,7295000,7650000,0,0,0,0
370,Payton Pritchard,PG,25,BOS,9.8,1.7,4.0,.420,0.8,2.2,.364,0.9,1.8,.489,.520,0.3,0.5,.667,0.4,0.7,1.1,1.0,0.3,0.0,0.7,0.3,4.5,11.3,.532,.550,.120,5.0,7.5,6.3,14.5,1.4,0.3,14.6,21.7,-0.1,0.2,0.1,.027,-1.9,-2.0,-3.9,-0.1,2239200,4037277,5959021,0,0,0
371,Trevelin Queen,PG,25,IND,10.0,0.0,1.5,.000,0.0,1.5,.000,0.0,0.0,,.000,0.0,0.0,,0.5,1.0,1.5,1.0,0.5,0.5,1.5,0.5,0.0,-3.4,.000,1.000,.000,5.6,10.8,8.2,11.7,2.4,4.4,50.0,12.6,-0.1,0.0,-0.1,-0.233,-10.9,-0.7,-11.5,0.0,838891,1761752,0,0,0,0
372,Neemias Queta,C,23,SAC,6.3,1.5,2.0,.750,0.0,0.0,,1.5,2.0,.750,.750,0.0,0.5,.000,1.0,1.3,2.3,0.3,0.0,0.3,0.3,1.8,3.0,17.8,.676,.000,.250,18.5,22.6,20.6,6.2,0.0,3.3,10.1,16.8,0.1,0.0,0.1,.164,-2.4,-0.8,-3.2,0.0,508891,1761752,0,0,0,0
373,Immanuel Quickley,PG,23,NYK,26.6,4.1,10.1,.409,1.6,4.8,.328,2.6,5.3,.483,.488,2.1,2.5,.847,0.7,3.5,4.1,3.4,1.0,0.1,1.3,2.1,11.9,13.9,.533,.476,.243,2.6,14.0,8.2,18.6,1.8,0.4,10.3,19.8,1.1,1.2,2.3,.106,-0.5,0.8,0.3,0.6,2316240,4171548,6128004,0,0,0
374,Julius Randle,PF,28,NYK,35.2,8.1,17.6,.462,2.7,7.7,.350,5.4,9.9,.551,.539,5.4,7.2,.751,2.0,8.0,10.0,3.8,0.8,0.4,2.6,3.1,24.4,20.9,.587,.440,.411,5.9,24.5,15.1,17.5,1.0,0.9,11.1,28.0,3.0,1.9,4.9,.166,4.1,0.4,4.5,2.3,23760000,25660800,27561600,29462400,0,0
375,Austin Reaves,SG,24,LAL,28.9,3.4,7.1,.488,1.3,3.5,.360,2.2,3.6,.612,.577,2.6,2.9,.896,0.6,2.4,3.1,2.2,0.6,0.4,1.4,1.7,10.8,11.9,.645,.492,.417,2.5,8.8,5.7,10.0,0.9,1.1,14.0,14.2,1.4,0.6,2.0,.093,-1.1,-0.3,-1.4,0.1,1563518,0,0,0,0,0
376,Cam Reddish,SF,23,NYK,21.9,3.1,6.8,.449,0.9,2.8,.304,2.2,4.0,.550,.511,1.5,1.7,.879,0.4,1.2,1.6,1.0,0.8,0.4,0.8,1.6,8.4,10.7,.558,.412,.243,1.7,5.9,3.8,6.4,1.7,1.7,9.1,16.0,0.3,0.4,0.7,.079,-2.2,0.0,-2.1,0.0,5954454,8109966,0,0,0,0
377,Davon Reed,SG,27,DEN,9.5,0.7,2.3,.311,0.5,1.4,.351,0.2,0.9,.250,.418,0.4,0.6,.688,0.3,1.2,1.4,0.6,0.3,0.1,0.5,1.1,2.4,5.1,.456,.607,.262,3.4,13.7,8.7,7.3,1.6,1.1,16.0,14.2,-0.2,0.2,0.0,-0.008,-5.3,-1.0,-6.3,-0.3,1902133,2066585,0,0,0,0
378,Paul Reed,C,23,PHI,9.9,1.3,2.4,.566,0.0,0.1,.000,1.3,2.3,.589,.566,0.4,0.5,.750,1.3,2.0,3.3,0.4,0.8,0.6,0.6,2.0,3.1,16.7,.590,.039,.211,15.5,23.7,19.6,5.9,3.9,5.5,19.4,14.5,0.3,0.8,1.1,.165,-3.7,2.7,-1.0,0.1,1782621,0,0,0,0,0
379,Naz Reid,C,23,MIN,17.6,4.2,7.5,.556,1.0,2.7,.375,3.2,4.8,.656,.623,1.1,1.7,.636,0.9,3.8,4.7,0.9,0.5,0.9,1.2,2.2,10.4,18.8,.632,.355,.222,6.2,22.8,14.8,8.0,1.4,4.7,12.5,22.8,0.7,0.8,1.5,.125,0.7,0.6,1.2,0.5,1930681,0,0,0,0,0
380,Nick Richards,C,25,CHO,17.6,3.2,5.1,.620,0.0,0.0,,3.2,5.1,.620,.620,2.1,2.8,.733,2.7,3.2,5.9,0.6,0.2,0.8,0.8,2.2,8.4,20.1,.661,.000,.549,15.6,20.3,17.8,4.9,0.6,3.9,10.9,16.8,1.8,0.6,2.4,.179,0.5,-1.3,-0.8,0.2,1782621,0,0,0,0,0
381,Josh Richardson,SG,29,SAS,23.0,3.9,9.1,.429,1.7,4.8,.357,2.2,4.3,.508,.522,1.3,1.5,.870,0.6,1.9,2.5,3.1,0.8,0.1,1.6,1.6,10.8,12.8,.554,.524,.168,2.8,9.6,6.1,18.8,1.7,0.5,14.1,20.6,0.4,0.2,0.5,.037,-0.6,-1.8,-2.4,-0.1,12196094,0,0,0,0,0
382,Austin Rivers,SG,30,MIN,20.3,1.8,4.0,.452,0.9,2.4,.378,0.9,1.6,.560,.565,0.8,0.9,.862,0.1,1.6,1.6,1.5,0.5,0.0,0.6,1.7,5.3,7.8,.603,.597,.234,0.4,8.3,4.5,9.0,1.3,0.1,11.6,10.5,0.5,0.4,0.9,.065,-3.0,0.1,-2.9,-0.1,2905851,0,0,0,0,0
383,Duncan Robinson,SF,28,MIA,17.9,2.3,6.2,.368,1.6,5.0,.331,0.6,1.3,.514,.500,0.7,0.8,.909,0.3,1.7,1.9,1.2,0.3,0.0,0.7,2.0,6.9,7.9,.528,.799,.126,1.5,11.4,6.2,9.6,0.8,0.0,9.4,17.8,0.0,0.4,0.4,.039,-3.3,-1.7,-4.9,-0.4,16902000,18154000,19406000,19888000,0,0
384,Mitchell Robinson,C,24,NYK,26.2,3.3,4.7,.705,0.0,0.0,,3.3,4.7,.705,.705,1.1,2.0,.540,4.3,4.7,9.0,1.0,0.7,1.8,0.5,3.0,7.6,19.6,.690,.000,.423,17.6,19.2,18.4,5.1,1.3,6.3,8.3,9.7,2.5,1.4,3.9,.222,1.4,1.7,3.1,1.1,17045454,15681818,14318182,12954546,0,0
385,Orlando Robinson,C,22,MIA,14.7,2.2,4.0,.558,0.0,0.4,.000,2.2,3.6,.617,.558,0.8,1.1,.786,1.6,2.5,4.2,1.1,0.5,0.4,0.6,1.8,5.3,16.6,.593,.096,.269,12.1,21.0,16.3,11.1,1.8,2.6,12.1,15.3,0.3,0.3,0.6,.159,-1.7,1.1,-0.6,0.1,386055,1761752,0,0,0,0
386,Jeremiah Robinson-Earl,PF,22,OKC,21.1,3.3,6.7,.489,1.1,2.9,.382,2.2,3.8,.571,.572,0.8,1.1,.786,2.0,3.0,5.0,1.0,0.7,0.4,0.6,1.9,8.5,15.4,.593,.437,.161,9.7,15.4,12.5,6.3,1.6,1.8,7.9,15.4,1.0,0.6,1.5,.135,0.5,-0.4,0.1,0.3,2000000,1900000,1988598,0,0,0
387,Isaiah Roby,PF,24,SAS,10.7,1.5,3.4,.438,0.5,1.5,.311,1.0,1.9,.533,.505,0.4,0.9,.448,0.4,1.9,2.4,1.0,0.4,0.2,0.6,1.2,3.8,10.5,.505,.429,.276,4.2,21.0,12.3,12.4,1.7,1.5,13.3,17.0,-0.1,0.2,0.1,.018,-3.0,-0.4,-3.4,-0.1,1930681,0,0,0,0,0
388,David Roddy,PF,21,MEM,18.6,2.5,6.0,.410,0.9,3.2,.277,1.6,2.8,.563,.484,0.7,1.2,.581,0.6,2.1,2.7,0.7,0.4,0.3,0.8,1.5,6.5,7.7,.498,.536,.194,3.4,11.6,7.6,5.1,1.0,1.4,11.1,16.0,-0.3,0.8,0.5,.037,-3.6,-0.3,-3.9,-0.3,2588640,2718240,2847240,4831766,7030219,0
389,Ryan Rollins,PG,20,GSW,5.2,0.6,1.7,.350,0.3,0.8,.333,0.3,0.9,.364,.425,0.5,0.5,1.000,0.3,0.8,1.0,0.5,0.1,0.1,1.3,0.8,1.9,-1.3,.508,.450,.300,5.4,15.8,10.6,12.7,0.8,1.5,41.4,26.1,-0.3,0.1,-0.3,-0.219,-11.3,-4.0,-15.3,-0.2,1017781,1719864,2019699,0,0,0
390,Derrick Rose,PG,34,NYK,12.9,2.3,6.0,.394,0.7,2.3,.317,1.6,3.7,.442,.455,0.4,0.5,.917,0.3,1.2,1.5,1.8,0.3,0.2,0.8,0.7,5.8,10.8,.474,.387,.077,2.5,10.2,6.4,20.5,1.0,1.4,12.1,22.9,-0.2,0.3,0.1,.017,-1.7,-1.3,-3.0,-0.1,14520730,15596339,0,0,0,0
391,Terrence Ross,SG,31,ORL,22.9,3.2,7.5,.431,1.5,3.9,.373,1.8,3.5,.496,.530,0.4,0.6,.750,0.3,1.9,2.1,1.4,0.6,0.2,1.0,1.4,8.3,9.1,.540,.528,.074,1.4,9.1,5.3,8.7,1.4,0.8,11.5,16.5,-0.1,0.5,0.4,.026,-2.5,-0.7,-3.1,-0.2,11500000,0,0,0,0,0
392,Terry Rozier,PG,28,CHO,35.5,7.7,19.3,.399,2.5,7.9,.316,5.2,11.5,.456,.463,2.7,3.3,.842,1.1,3.2,4.3,5.3,0.7,0.2,2.5,1.9,20.6,13.1,.497,.407,.169,3.1,9.9,6.3,23.4,1.0,0.4,10.9,27.2,-0.3,0.5,0.2,.009,0.0,-2.3,-2.3,-0.1,21486316,23205221,24924126,26643031,0,0
393,D'Angelo Russell,PG,26,MIN,32.7,6.0,13.2,.458,2.3,6.4,.352,3.8,6.7,.559,.544,2.8,3.3,.856,0.5,2.7,3.2,6.4,1.1,0.5,2.7,2.2,17.1,16.1,.586,.488,.250,1.9,8.9,5.5,28.1,1.6,1.3,15.8,22.6,1.5,1.0,2.5,.097,1.6,-0.8,0.7,0.8,31377750,0,0,0,0,0
394,Matt Ryan,SF,25,TOT,9.3,1.1,3.3,.325,0.9,2.5,.351,0.2,0.9,.250,.455,0.3,0.3,.857,0.2,0.7,0.9,0.3,0.2,0.0,0.3,0.7,3.3,6.0,.475,.740,.091,2.1,8.3,5.4,4.9,0.9,0.4,7.0,17.1,-0.2,0.1,0.0,-0.010,-3.1,-1.8,-4.9,-0.2,806097,1761752,0,0,0,0
395,Domantas Sabonis,PF,26,SAC,34.1,7.0,11.3,.621,0.5,1.2,.400,6.5,10.1,.648,.643,4.4,5.9,.748,3.0,9.4,12.4,6.7,0.8,0.5,2.6,3.8,18.9,24.0,.681,.108,.523,10.1,31.3,20.8,28.9,1.1,1.2,15.6,20.5,4.8,1.5,6.3,.239,4.5,2.0,6.5,2.7,18500000,19400000,0,0,0,0
396,Dario Saric,PF,28,PHO,11.6,1.3,3.7,.358,0.6,1.7,.351,0.7,2.0,.364,.438,0.5,0.6,.857,0.7,2.0,2.8,1.0,0.2,0.1,0.7,1.4,3.8,8.5,.476,.457,.173,6.9,20.4,13.4,11.4,1.0,0.7,14.7,17.1,-0.1,0.3,0.2,.031,-3.8,-0.7,-4.5,-0.2,9240000,0,0,0,0,0
397,Jordan Schakel,SF,24,WAS,3.0,0.5,1.0,.500,0.5,0.5,1.000,0.0,0.5,.000,.750,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.5,24.7,.750,.500,.000,0.0,0.0,0.0,23.8,8.1,0.0,0.0,14.5,0.0,0.0,0.0,.322,7.8,9.5,17.2,0.0,96514,0,0,0,0,0
398,Admiral Schofield,PF,25,ORL,13.3,1.8,3.7,.478,0.7,2.2,.333,1.0,1.5,.684,.576,0.7,0.8,.895,0.8,1.3,2.1,0.9,0.2,0.1,0.2,2.0,4.9,12.6,.613,.587,.207,6.5,11.1,8.8,9.5,0.9,0.9,4.7,13.7,0.7,0.2,0.9,.134,-0.6,-0.5,-1.1,0.1,508891,1761752,0,0,0,0
399,Dennis Schroder,PG,29,LAL,29.0,4.2,9.1,.460,1.4,3.5,.407,2.8,5.6,.493,.538,2.8,3.2,.890,0.2,2.0,2.2,3.7,0.6,0.0,1.8,2.1,12.6,11.9,.601,.384,.346,0.7,7.3,4.1,16.9,1.0,0.1,14.4,17.9,0.8,0.4,1.1,.073,-1.9,-1.2,-3.1,-0.2,2641682,0,0,0,0,0
400,Dereon Seabron,SG,22,NOP,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.013,-5.8,-2.9,-8.8,0.0,508891,1761752,0,0,0,0
401,Alperen Sengun,C,20,HOU,26.6,5.6,10.3,.549,0.1,0.7,.200,5.5,9.6,.574,.555,3.2,4.0,.786,3.3,5.3,8.6,2.6,0.7,0.9,2.1,3.4,14.6,20.7,.605,.068,.392,13.5,21.6,17.5,16.6,1.2,3.4,15.1,22.1,2.0,0.9,2.9,.144,0.9,-0.1,0.9,0.7,3375360,3536280,5424654,7621638,0,0
402,Collin Sexton,SG,24,UTA,24.1,4.8,9.8,.487,1.0,2.6,.386,3.8,7.2,.524,.538,3.6,4.2,.844,0.8,1.4,2.2,2.9,0.6,0.1,1.7,2.4,14.1,16.0,.605,.264,.430,3.9,6.4,5.1,17.6,1.2,0.2,12.6,23.3,1.5,0.3,1.8,.111,0.2,-1.6,-1.3,0.1,16500000,17325000,18150000,18975000,0,0
403,Landry Shamet,SG,25,PHO,21.3,3.1,8.0,.386,2.1,5.4,.385,1.0,2.7,.390,.515,1.3,1.4,.902,0.3,1.3,1.6,2.1,0.6,0.2,1.0,1.5,9.6,11.5,.552,.670,.176,1.4,7.4,4.3,13.8,1.4,0.7,10.0,19.4,0.5,0.4,0.9,.072,-0.4,-0.6,-1.0,0.1,9500000,10250000,11000000,11750000,0,0
404,Day'Ron Sharpe,C,21,BRK,8.9,1.5,2.9,.526,0.2,0.3,.800,1.3,2.6,.500,.561,0.7,1.0,.684,1.3,1.9,3.2,0.7,0.2,0.5,0.8,1.7,3.9,16.3,.589,.088,.333,17.9,23.1,20.6,10.1,0.8,4.9,19.7,20.4,0.2,0.3,0.5,.126,-2.6,-0.6,-3.3,-0.1,2109480,2210040,3989122,5983683,0,0
405,Shaedon Sharpe,SG,19,POR,19.5,3.1,6.6,.472,0.9,2.4,.355,2.2,4.1,.541,.538,0.6,0.9,.618,0.8,1.7,2.5,0.5,0.4,0.2,0.7,1.6,7.6,9.5,.547,.372,.136,4.7,9.8,7.3,3.8,0.9,0.7,9.6,17.2,0.1,0.5,0.6,.040,-2.7,-1.5,-4.2,-0.4,6012960,6313800,6614160,8399983,11264377,0
406,Pascal Siakam,C,28,TOR,37.3,8.9,18.9,.470,1.4,4.0,.339,7.5,14.8,.506,.506,6.6,8.4,.783,1.9,6.4,8.3,6.5,0.9,0.5,2.6,3.4,25.7,22.4,.569,.214,.447,5.4,20.8,12.5,29.2,1.2,1.2,10.2,28.8,2.7,1.1,3.8,.162,4.8,0.0,4.7,1.9,35448672,37893408,0,0,0,0
407,Ben Simmons,PG,26,BRK,27.2,3.5,6.0,.592,0.0,0.0,.000,3.5,5.9,.596,.592,0.6,1.5,.413,1.0,5.6,6.7,6.0,1.4,0.5,2.1,3.5,7.7,14.8,.580,.006,.257,4.6,22.4,14.1,28.7,2.6,1.6,24.3,14.4,0.8,1.4,2.2,.129,-1.5,2.7,1.2,0.7,35448672,37893408,40338144,0,0,0
408,Marko Simonovic,C,23,CHI,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.2,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,0.0,0.0,0.0,-0.539,-18.6,-14.0,-32.6,0.0,1563518,1836096,0,0,0,0
409,Anfernee Simons,SG,23,POR,36.0,7.9,17.9,.440,3.8,10.0,.378,4.1,7.9,.517,.545,2.8,3.1,.896,0.3,2.6,2.9,3.9,0.8,0.2,2.3,2.5,22.4,15.3,.579,.557,.173,1.0,8.1,4.6,17.8,1.1,0.5,10.6,26.1,1.6,0.8,2.4,.088,1.3,-1.7,-0.4,0.5,22321429,24107143,25892857,27678571,0,0
410,Jericho Sims,C,24,NYK,12.3,1.7,2.1,.779,0.0,0.0,,1.7,2.1,.779,.779,0.3,0.3,.800,1.8,2.4,4.2,0.3,0.2,0.6,0.4,1.6,3.6,17.6,.787,.000,.147,15.3,21.3,18.3,3.9,0.7,4.6,14.2,9.1,1.1,0.6,1.7,.202,0.0,0.7,0.7,0.3,1639842,1927896,2092344,0,0,0
411,Marcus Smart,PG,28,BOS,32.6,4.0,9.4,.424,1.8,5.3,.339,2.2,4.1,.534,.519,1.3,1.7,.774,0.7,2.7,3.4,7.2,1.3,0.4,2.3,2.7,11.1,12.7,.546,.561,.184,2.4,8.9,5.7,29.4,1.9,1.0,18.2,16.4,1.2,1.2,2.5,.101,-0.9,0.2,-0.7,0.4,17207142,18583713,19960285,21336856,0,0
412,Dennis Smith Jr,PG,25,CHO,26.5,3.8,8.4,.450,0.6,1.8,.314,3.2,6.6,.488,.484,0.7,1.1,.619,0.5,2.5,3.0,4.9,1.7,0.6,1.5,2.4,8.8,12.9,.496,.219,.131,2.0,10.4,6.0,26.2,3.0,2.2,14.6,16.3,0.1,0.6,0.6,.060,-2.8,2.1,-0.7,0.2,2133278,0,0,0,0,0
413,Dru Smith,SG,25,MIA,13.4,1.0,2.8,.357,0.2,1.2,.167,0.8,1.6,.500,.393,0.0,0.0,,0.2,1.6,1.8,1.0,0.8,0.6,0.2,2.0,2.2,7.2,.393,.429,.000,1.6,14.5,7.8,10.1,3.0,4.5,6.7,9.9,0.0,0.1,0.1,.057,-6.0,3.1,-2.9,0.0,122836,0,0,0,0,0
414,Ish Smith,PG,34,DEN,8.6,1.1,2.8,.392,0.1,0.3,.333,1.0,2.5,.400,.412,0.1,0.1,.500,0.1,0.8,0.9,1.8,0.2,0.3,0.9,0.6,2.4,6.4,.414,.118,.039,0.8,11.0,6.0,26.6,1.3,3.6,24.7,19.3,-0.4,0.1,-0.2,-0.068,-5.1,-1.1,-6.2,-0.2,4725000,0,0,0,0,0
415,Jabari Smith Jr,PF,19,HOU,29.8,4.1,10.8,.383,1.8,5.7,.321,2.3,5.0,.454,.469,1.7,2.1,.807,1.2,5.8,7.0,0.9,0.6,0.9,1.3,3.1,11.8,10.1,.505,.533,.198,4.4,21.2,12.8,4.6,0.9,3.2,10.2,18.2,-0.1,1.0,0.8,.034,-2.9,-0.8,-3.7,-0.5,8882640,9326520,9770880,12350392,16203715,0
416,Jalen Smith,PF,22,IND,20.2,3.8,8.2,.461,1.0,3.4,.288,2.8,4.8,.583,.520,1.6,2.0,.785,1.8,4.3,6.2,1.1,0.4,0.9,1.2,2.2,10.1,15.6,.557,.414,.248,10.1,23.2,16.7,7.8,0.8,3.9,11.7,21.4,0.5,0.9,1.4,.087,-0.8,-0.8,-1.6,0.1,4670160,5043773,5417386,0,0,0
417,Jeremy Sochan,PF,19,SAS,25.3,3.7,7.9,.463,0.4,2.0,.203,3.3,5.9,.552,.489,1.0,1.6,.611,1.5,3.2,4.7,2.4,0.8,0.5,1.7,2.7,8.7,10.0,.506,.256,.200,6.3,14.8,10.4,12.8,1.5,1.8,16.3,17.0,-0.3,0.4,0.1,.004,-3.5,-0.9,-4.4,-0.5,5063520,5316960,5570040,7096231,9615393,0
418,Jaden Springer,PG,20,PHI,3.0,0.6,1.4,.429,0.0,0.0,,0.6,1.4,.429,.429,0.2,0.4,.500,0.4,0.6,1.0,0.0,0.0,0.4,0.2,0.8,1.4,11.5,.444,.000,.286,15.6,23.0,19.3,0.0,0.0,12.3,11.3,26.4,0.0,0.0,0.0,-0.001,-7.5,0.9,-6.6,0.0,2125200,2226240,4018363,5987361,0,0
419,Lamar Stevens,PF,25,CLE,21.5,2.4,5.7,.420,0.6,1.9,.292,1.8,3.8,.484,.469,0.8,1.1,.679,0.7,3.0,3.8,0.7,0.4,0.4,0.6,1.2,6.1,8.4,.493,.336,.196,4.0,16.4,10.3,4.4,0.8,1.9,9.3,14.3,-0.1,0.7,0.6,.053,-3.4,0.0,-3.5,-0.2,1782621,1930681,0,0,0,0
420,Isaiah Stewart,C,21,DET,28.5,4.1,8.9,.457,1.4,4.2,.342,2.6,4.7,.559,.537,2.2,3.0,.741,2.2,5.8,7.9,1.2,0.4,0.7,1.5,2.6,11.8,13.7,.576,.472,.335,8.2,23.0,15.4,6.3,0.8,2.2,12.5,17.4,0.9,0.6,1.5,.071,-0.6,-1.4,-2.0,0.0,3433320,5266713,7399731,0,0,0
421,Max Strus,SF,26,MIA,30.3,4.6,11.4,.405,2.7,7.9,.344,1.9,3.5,.544,.525,1.1,1.2,.854,0.5,2.8,3.4,2.0,0.8,0.2,0.9,2.0,13.0,11.4,.545,.694,.108,2.0,11.4,6.4,9.9,1.3,0.8,6.8,18.6,0.6,1.2,1.8,.072,-0.9,-0.5,-1.3,0.2,1815677,0,0,0,0,0
422,Jalen Suggs,PG,21,ORL,26.6,4.3,10.2,.417,1.3,4.5,.278,3.0,5.7,.527,.479,1.8,2.6,.667,1.0,2.1,3.1,4.8,1.4,0.7,2.9,2.9,11.5,12.0,.507,.442,.258,4.3,8.7,6.5,26.8,2.5,2.5,20.6,23.2,-0.4,0.5,0.1,.009,-2.3,-0.1,-2.4,0.0,6922320,7252080,9188385,12183799,0,0
423,Edmond Sumner,SG,27,BRK,14.4,2.3,5.1,.456,0.5,1.7,.281,1.8,3.4,.545,.503,1.6,1.8,.931,0.3,1.1,1.4,1.4,0.8,0.2,0.9,1.5,6.8,14.0,.576,.337,.343,2.6,8.4,5.7,13.5,2.8,1.1,13.7,21.2,0.3,0.6,0.9,.090,-2.8,0.4,-2.4,0.0,1968175,2239943,0,0,0,0
424,Cole Swider,SF,23,LAL,1.5,0.5,1.0,.500,0.5,1.0,.500,0.0,0.0,,.750,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.5,40.7,.750,1.000,.000,0.0,34.4,17.9,59.7,0.0,0.0,0.0,28.1,0.0,0.0,0.0,.522,18.6,4.7,23.2,0.0,508891,547349,0,0,0,0
425,Jae'Sean Tate,SF,27,HOU,21.0,3.2,6.8,.471,0.8,2.2,.364,2.4,4.6,.522,.529,0.6,0.8,.750,2.2,1.6,3.8,3.2,1.2,0.2,1.6,3.8,7.8,13.9,.545,.324,.118,11.3,8.3,9.8,23.2,2.8,0.9,18.3,17.3,0.1,0.1,0.2,.087,-1.3,1.1,-0.2,0.0,7065217,6500000,7065217,0,0,0
426,Jayson Tatum,PF,24,BOS,36.7,10.1,21.4,.472,3.2,9.2,.351,6.9,12.3,.562,.547,7.4,8.6,.856,1.1,7.0,8.1,4.1,1.1,0.8,2.7,2.1,30.8,24.7,.611,.428,.402,3.3,20.8,12.2,19.0,1.5,1.9,9.7,33.0,3.6,1.9,5.5,.188,5.1,0.2,5.3,2.6,30351780,32600060,34848340,37096620,0,0
427,Terry Taylor,SG,23,IND,7.7,0.7,1.9,.382,0.1,0.6,.200,0.6,1.3,.458,.412,0.2,0.3,.800,0.6,0.7,1.3,0.3,0.1,0.2,0.2,0.7,1.8,7.1,.442,.294,.147,8.9,10.2,9.5,5.7,0.7,2.6,10.0,12.2,0.0,0.1,0.1,.019,-4.0,-1.2,-5.2,-0.1,1563518,1836096,0,0,0,0
428,Garrett Temple,SG,36,NOP,8.2,0.9,2.2,.414,0.5,1.4,.389,0.4,0.8,.455,.534,0.2,0.3,.750,0.2,0.6,0.8,0.5,0.7,0.1,0.2,0.8,2.6,11.4,.553,.621,.138,2.1,8.4,5.3,8.7,4.1,0.9,8.9,13.4,0.1,0.2,0.2,.111,-3.1,2.9,-0.3,0.0,5155500,5401000,0,0,0,0
