,Player,Pos,Age,Tm,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2022/23,2023/24,2024/25,2025/26,2026/27,2027/28
157,Devonte' Graham,PG,27,NOP,15.0,1.5,4.3,.349,1.1,3.5,.326,0.4,0.9,.441,.480,0.9,1.1,.773,0.3,1.2,1.5,2.1,0.5,0.2,0.5,0.8,5.0,11.2,.520,.802,.256,2.2,9.2,5.7,17.9,1.5,1.3,9.9,14.9,0.6,0.6,1.2,.096,-0.6,0.2,-0.4,0.3,11550000,12100000,12650000,0,0,0
158,Jerami Grant,PF,28,POR,35.9,7.4,15.2,.488,2.6,6.0,.434,4.8,9.2,.524,.574,4.7,5.9,.797,1.1,3.3,4.4,2.6,0.8,0.7,1.8,2.2,22.1,18.2,.622,.394,.387,3.4,10.3,6.9,11.6,1.1,1.8,9.4,23.7,3.0,1.0,4.0,.144,2.7,-0.8,1.9,1.3,20955000,0,0,0,0,0
159,AJ Green,SG,23,MIL,8.8,1.5,3.1,.500,1.0,2.4,.415,0.5,0.6,.818,.663,0.2,0.2,1.000,0.2,1.0,1.2,0.5,0.2,0.0,0.2,1.1,4.3,14.5,.679,.788,.077,2.1,11.6,7.0,8.0,1.3,0.0,6.9,16.1,0.3,0.2,0.5,.162,0.3,0.5,0.8,0.1,508891,1761752,0,0,0,0
160,Draymond Green,PF,32,GSW,31.3,3.1,6.2,.504,0.6,1.9,.319,2.5,4.3,.587,.554,0.9,1.3,.689,0.8,6.0,6.8,6.7,0.7,0.8,2.4,2.9,7.8,11.6,.572,.308,.201,2.9,20.7,11.9,27.7,1.0,2.4,26.1,12.3,0.9,1.3,2.2,.093,-1.7,2.1,0.4,0.7,25806468,27586224,0,0,0,0
161,Jalen Green,SG,20,HOU,34.4,7.1,17.4,.406,2.4,7.3,.322,4.7,10.1,.467,.473,4.7,5.9,.793,0.6,3.8,4.4,3.6,0.8,0.2,2.9,1.6,21.2,13.8,.529,.419,.340,1.8,12.0,6.9,17.5,1.1,0.6,12.6,27.7,0.3,0.5,0.9,.030,-0.1,-2.2,-2.4,-0.1,9441840,9891480,12483048,16290377,0,0
162,JaMychal Green,PF,32,GSW,14.9,2.3,4.5,.512,0.5,1.8,.265,1.8,2.7,.671,.564,0.8,1.1,.733,1.4,2.6,4.0,0.8,0.5,0.4,1.1,2.0,5.8,12.1,.590,.392,.240,10.6,18.7,14.7,7.0,1.5,2.2,18.8,17.1,0.1,0.5,0.6,.072,-3.3,-0.5,-3.8,-0.2,8200000,0,0,0,0,0
163,Javonte Green,SG,29,CHI,16.0,2.2,3.7,.587,0.5,1.2,.382,1.7,2.5,.686,.649,1.0,1.5,.674,0.9,2.0,2.9,0.8,0.8,0.7,0.7,1.7,5.9,15.5,.667,.327,.413,6.4,14.2,10.4,6.9,2.4,4.2,14.0,13.9,0.7,0.6,1.3,.139,-0.2,2.2,2.0,0.5,1815677,0,0,0,0,0
164,Jeff Green,PF,36,DEN,19.3,2.8,5.4,.527,0.3,1.3,.267,2.5,4.1,.606,.558,1.5,2.1,.686,0.9,1.9,2.8,1.1,0.4,0.3,1.0,1.8,7.5,11.4,.591,.233,.395,5.4,11.2,8.4,7.7,0.9,1.4,13.2,16.3,0.4,0.3,0.7,.070,-2.3,-1.0,-3.3,-0.2,4500000,0,0,0,0,0
165,Josh Green,SG,22,DAL,20.3,2.4,4.1,.583,1.0,2.2,.444,1.4,2.0,.735,.699,1.3,1.8,.711,0.9,1.4,2.3,1.2,0.9,0.0,0.7,2.5,7.0,13.4,.717,.524,.437,5.0,8.2,6.6,8.4,2.3,0.2,12.8,12.6,1.1,0.4,1.5,.146,-0.9,0.9,0.1,0.3,3098400,4765339,6762016,0,0,0
166,AJ Griffin,SF,19,ATL,21.0,3.9,8.4,.469,1.6,4.4,.369,2.3,4.1,.575,.564,0.4,0.4,.875,0.6,1.6,2.2,1.0,0.9,0.1,0.8,1.2,9.9,13.3,.574,.518,.053,2.9,8.2,5.5,6.7,2.1,0.6,8.0,18.8,0.5,0.7,1.2,.074,-0.3,0.2,-0.2,0.4,3536160,3712920,3889920,5967137,8383828,0
167,Blake Griffin,PF,33,BOS,14.4,1.7,3.5,.492,0.5,1.5,.320,1.2,2.0,.618,.559,0.9,1.2,.714,0.9,2.8,3.6,1.2,0.3,0.1,0.4,1.9,4.8,12.9,.593,.424,.356,6.8,20.9,14.0,10.9,1.0,0.7,8.1,13.2,0.5,0.3,0.7,.145,-1.6,0.5,-1.1,0.1,2905851,0,0,0,0,0
168,Quentin Grimes,SG,22,NYK,28.6,3.7,7.9,.467,1.9,5.1,.376,1.8,2.8,.638,.590,1.1,1.4,.780,0.8,2.4,3.2,2.1,0.7,0.5,1.2,2.8,10.4,11.3,.611,.651,.179,2.8,9.1,5.9,10.0,1.2,1.6,12.1,14.3,1.0,0.8,1.8,.103,-0.7,1.0,0.3,0.5,2277000,2385720,4296682,6311825,0,0
169,Rui Hachimura,PF,24,WAS,24.2,5.3,10.5,.506,1.0,2.6,.371,4.3,7.9,.550,.552,1.6,2.2,.750,0.7,3.8,4.5,1.3,0.4,0.4,1.3,1.3,13.2,14.8,.577,.247,.207,3.3,17.0,10.4,8.0,0.8,1.3,10.5,22.9,0.2,0.5,0.7,.060,-0.4,-1.2,-1.7,0.0,6263188,8486619,0,0,0,0
170,Tyrese Haliburton,PG,22,IND,33.6,7.3,15.2,.480,3.0,7.5,.402,4.3,7.7,.555,.579,2.8,3.1,.885,0.7,3.3,4.0,10.3,1.8,0.4,2.6,1.1,20.3,23.7,.614,.492,.206,2.3,10.7,6.5,48.0,2.5,1.1,13.5,23.9,4.4,1.2,5.6,.206,6.9,0.6,7.5,3.2,4215120,5808435,7992406,0,0,0
171,Jordan Hall,SF,21,SAS,9.2,1.0,3.1,.321,0.3,1.7,.200,0.7,1.4,.462,.375,0.8,1.0,.778,0.3,1.0,1.3,1.2,0.1,0.0,0.8,0.7,3.1,5.7,.438,.536,.321,3.9,12.6,8.1,17.0,0.6,0.0,18.0,19.5,-0.1,0.0,-0.1,-0.071,-4.5,-3.2,-7.7,-0.1,193027,0,0,0,0,0
172,RJ Hampton,PG,21,ORL,14.4,2.0,4.6,.439,0.7,2.1,.340,1.3,2.4,.525,.518,1.2,1.5,.838,0.4,1.2,1.6,1.4,0.6,0.2,0.8,0.9,6.0,12.9,.572,.465,.325,2.9,9.3,6.1,13.7,2.2,1.1,13.9,18.2,0.3,0.3,0.6,.075,-1.3,0.1,-1.2,0.1,2412840,4220057,6169723,0,0,0
173,Tim Hardaway Jr,SG,30,DAL,28.7,4.6,11.9,.384,2.9,7.9,.364,1.7,4.0,.426,.505,1.9,2.4,.787,0.3,2.8,3.1,1.6,0.9,0.1,0.9,1.5,13.9,12.3,.537,.665,.203,1.0,11.8,6.3,8.8,1.5,0.4,6.5,21.9,0.3,0.9,1.1,.049,-0.5,-1.4,-1.9,0.0,19602273,17897728,16193183,0,0,0
174,James Harden,SG,33,PHI,37.7,6.7,15.6,.428,2.8,7.4,.371,3.9,8.2,.480,.516,5.9,6.8,.866,0.6,5.6,6.3,10.8,1.4,0.6,3.5,2.1,22.0,22.0,.592,.476,.439,1.9,17.2,9.6,44.1,1.8,1.5,15.8,26.1,2.3,1.3,3.6,.190,4.6,0.5,5.1,1.6,33000000,35640000,0,0,0,0
175,Jaden Hardy,SG,20,DAL,10.1,2.1,4.9,.420,0.5,1.8,.280,1.6,3.1,.500,.471,1.1,1.2,.882,0.0,1.1,1.1,0.6,0.2,0.1,0.4,1.5,5.7,11.8,.523,.362,.246,0.0,13.4,6.7,9.5,1.1,1.3,7.3,26.5,-0.1,0.1,0.1,.021,-4.3,-1.9,-6.3,-0.1,1017781,1719864,2019699,0,0,0
176,Ron Harper Jr,SF,22,TOR,4.0,1.0,2.0,.500,1.0,1.5,.667,0.0,0.5,.000,.750,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,3.0,22.7,.750,.750,.000,0.0,15.2,7.0,0.0,0.0,0.0,0.0,21.3,0.0,0.0,0.0,.192,12.4,-0.6,11.8,0.0,508891,1761752,0,0,0,0
177,Montrezl Harrell,C,29,PHI,12.6,2.3,4.0,.583,0.0,0.1,.000,2.3,3.9,.591,.583,1.4,2.0,.725,1.2,1.7,2.9,0.7,0.3,0.6,0.6,1.4,6.1,18.4,.626,.014,.496,10.8,15.4,13.1,8.1,1.3,4.2,11.5,19.3,0.9,0.6,1.6,.169,-0.9,0.2,-0.7,0.1,2463490,2760026,0,0,0,0
178,Gary Harris,SG,28,ORL,24.0,3.3,7.0,.476,1.4,3.4,.415,1.9,3.6,.535,.577,1.4,1.6,.895,0.4,2.1,2.5,1.6,0.7,0.3,1.1,2.2,9.5,11.6,.617,.488,.226,2.0,9.7,5.9,9.6,1.3,1.0,12.3,15.8,0.3,0.2,0.5,.084,-1.6,-0.9,-2.5,0.0,13000000,13000000,0,0,0,0
179,Joe Harris,SG,31,BRK,24.5,2.9,6.8,.429,1.7,4.5,.376,1.2,2.3,.533,.554,0.4,0.6,.667,0.4,2.4,2.8,1.5,0.6,0.3,0.5,2.5,7.9,9.2,.562,.665,.094,2.0,10.5,6.5,8.0,1.1,1.1,7.2,13.9,0.5,0.7,1.2,.070,-2.1,-0.4,-2.5,-0.1,18642857,19928571,0,0,0,0
180,Kevon Harris,SG,25,ORL,12.6,1.2,2.9,.421,0.4,1.1,.393,0.8,1.8,.438,.493,0.8,1.0,.815,0.8,1.2,2.0,0.5,0.5,0.1,0.6,1.3,3.7,9.2,.552,.368,.355,7.7,10.2,9.0,5.0,1.8,0.9,15.4,13.7,0.1,0.3,0.4,.055,-3.2,-0.3,-3.6,-0.1,508891,547349,0,0,0,0
181,Tobias Harris,PF,30,PHI,34.4,6.5,13.2,.492,1.9,5.1,.378,4.5,8.0,.564,.565,1.6,1.8,.879,1.1,5.3,6.4,2.6,1.1,0.6,1.3,2.1,16.5,16.1,.590,.390,.139,3.8,17.7,10.8,11.9,1.6,1.5,8.4,19.8,1.6,1.7,3.3,.128,0.9,0.2,1.1,0.9,37633050,39270150,0,0,0,0
182,Josh Hart,SG,27,POR,34.7,3.7,7.2,.513,0.7,1.9,.361,3.0,5.2,.570,.562,1.8,2.4,.753,1.9,6.4,8.3,4.1,1.2,0.2,1.8,2.7,9.9,13.2,.600,.272,.336,6.5,20.6,13.6,16.4,1.7,0.4,17.6,12.5,1.7,1.5,3.2,.119,-0.8,1.2,0.4,0.8,12960000,12960000,0,0,0,0
183,Isaiah Hartenstein,C,24,NYK,19.3,2.3,4.5,.503,0.2,0.8,.250,2.1,3.7,.558,.525,0.7,0.9,.757,2.8,3.6,6.4,0.8,0.7,0.7,0.9,2.4,5.4,14.3,.553,.179,.207,15.1,20.0,17.5,5.5,1.6,3.6,14.8,12.5,0.9,1.2,2.1,.132,-1.6,0.4,-1.1,0.2,7804879,8195121,0,0,0,0
184,Udonis Haslem,PF,42,MIA,7.2,0.2,2.0,.100,0.0,0.2,.000,0.2,1.8,.111,.100,0.2,0.4,.500,0.6,0.6,1.2,0.0,0.2,0.2,0.0,1.4,0.6,-3.3,.138,.100,.200,9.2,10.1,9.6,0.0,1.4,2.8,0.0,13.3,-0.1,0.0,-0.1,-0.131,-12.3,-3.9,-16.2,-0.1,2905851,0,0,0,0,0
185,Sam Hauser,PF,25,BOS,15.5,2.1,4.7,.450,1.7,4.1,.407,0.5,0.7,.704,.624,0.2,0.3,.615,0.4,2.1,2.5,0.7,0.3,0.2,0.4,1.2,6.1,12.1,.627,.857,.069,3.1,14.4,8.8,6.2,0.9,1.1,7.2,14.7,0.8,0.6,1.4,.106,0.4,-0.4,0.0,0.3,1637966,1927896,2092344,0,0,0
186,Jaxson Hayes,C,22,NOP,13.1,1.7,3.3,.508,0.2,0.9,.176,1.5,2.4,.625,.531,1.2,1.8,.686,0.9,2.2,3.0,0.9,0.4,0.5,0.6,1.3,4.7,13.6,.578,.262,.538,7.2,18.4,12.8,9.2,1.3,3.6,13.0,14.8,0.3,0.4,0.7,.121,-1.5,1.2,-0.3,0.1,6803012,9170460,0,0,0,0
187,Killian Hayes,PG,21,DET,26.2,3.9,9.9,.395,1.2,3.5,.333,2.7,6.4,.429,.454,0.8,1.0,.816,0.4,2.5,2.9,5.6,1.2,0.4,1.9,3.0,9.8,11.3,.474,.357,.096,1.6,11.0,6.2,31.6,2.2,1.3,15.4,19.6,-0.3,0.6,0.3,.014,-2.3,-0.3,-2.6,-0.2,5837760,7413955,9942114,0,0,0
188,Gordon Hayward,SF,32,CHO,32.7,5.1,12.0,.423,1.1,3.8,.300,4.0,8.2,.480,.470,2.3,3.0,.766,0.9,3.9,4.7,3.9,0.8,0.2,2.1,1.1,13.7,11.2,.510,.316,.253,2.6,13.1,7.6,17.1,1.2,0.5,13.5,19.6,-0.1,0.4,0.3,.018,-2.1,-0.9,-3.0,-0.2,30075000,31500000,0,0,0,0
189,Juancho Hernangomez,PF,27,TOR,17.3,1.5,3.3,.461,0.5,1.9,.275,1.0,1.4,.711,.539,0.2,0.4,.455,0.8,2.7,3.5,0.6,0.5,0.2,0.5,1.1,3.7,8.6,.538,.573,.124,5.0,18.8,11.4,4.9,1.4,1.1,12.2,9.8,0.1,0.4,0.6,.058,-2.8,0.1,-2.7,-0.1,2298385,0,0,0,0,0
190,Willy Hernangomez,C,28,NOP,11.8,2.3,4.4,.516,0.0,0.3,.167,2.2,4.1,.540,.522,2.2,2.8,.797,2.0,2.7,4.7,0.9,0.3,0.3,1.1,1.6,6.9,21.2,.605,.065,.634,18.4,25.7,22.0,10.7,1.2,2.7,16.2,24.0,0.5,0.4,0.9,.177,0.3,-0.7,-0.4,0.1,2443581,2559942,0,0,0,0
191,Tyler Herro,SG,23,MIA,35.4,7.5,16.8,.445,3.3,8.5,.392,4.2,8.3,.500,.545,2.8,3.1,.918,0.5,5.5,6.0,4.4,1.0,0.3,2.6,1.8,21.2,17.0,.581,.506,.182,1.5,18.8,9.7,20.9,1.4,1.0,12.3,25.8,0.9,1.4,2.3,.099,2.4,-0.1,2.3,1.2,5722116,27000000,29000000,31000000,33000000,0
192,Buddy Hield,SG,30,IND,31.9,6.4,14.2,.454,3.9,9.0,.426,2.6,5.1,.502,.589,1.2,1.4,.862,0.9,4.0,4.8,2.7,1.0,0.3,1.8,1.9,18.0,15.4,.606,.637,.100,3.0,13.5,8.3,12.7,1.4,0.9,10.9,21.9,1.3,1.0,2.3,.086,2.7,-0.8,1.9,1.3,21177750,19279841,0,0,0,0
193,Haywood Highsmith,SF,26,MIA,19.6,1.8,4.4,.403,0.7,2.1,.333,1.1,2.3,.469,.484,0.2,0.6,.375,1.0,2.7,3.7,0.8,0.9,0.4,0.8,1.4,4.5,8.2,.481,.484,.129,5.6,16.6,10.8,5.3,2.3,1.8,14.9,12.4,-0.4,0.8,0.5,.040,-4.1,1.3,-2.8,-0.1,1752638,1902137,0,0,0,0
194,George Hill,PG,36,MIL,19.8,1.7,3.8,.437,0.6,2.1,.308,1.0,1.7,.593,.521,1.0,1.4,.727,0.4,1.7,2.1,2.6,0.5,0.1,0.9,1.2,5.0,9.4,.564,.546,.370,2.1,9.0,5.6,17.2,1.2,0.4,16.3,11.3,0.5,0.6,1.2,.090,-3.1,0.8,-2.3,0.0,4000000,0,0,0,0,0
195,Malcolm Hill,SF,27,CHI,0.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,12.2,,,,0.0,100.0,56.7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.141,-4.5,4.9,0.4,0.0,508891,1761752,0,0,0,0
196,Aaron Holiday,PG,26,ATL,16.3,1.8,4.1,.432,0.7,1.6,.429,1.1,2.6,.435,.514,0.6,0.7,.833,0.4,1.0,1.4,1.5,0.6,0.2,0.6,1.6,4.8,9.5,.542,.378,.162,2.9,6.7,4.7,11.9,1.9,1.0,12.2,13.0,0.3,0.5,0.8,.063,-3.0,0.9,-2.1,0.0,1968175,0,0,0,0,0
197,Jrue Holiday,PG,32,MIL,32.1,6.8,15.0,.449,2.3,6.0,.375,4.5,9.0,.498,.524,2.4,2.8,.883,1.2,3.8,5.0,7.1,1.5,0.4,3.2,1.9,18.2,18.4,.559,.399,.183,4.0,12.1,8.1,34.9,2.2,1.1,16.4,25.3,1.1,1.3,2.3,.126,2.3,0.4,2.7,1.1,33665040,36158747,38652454,0,0,0
198,Justin Holiday,SG,33,ATL,15.0,1.7,4.5,.377,1.1,3.1,.341,0.6,1.4,.459,.496,0.0,0.0,,0.1,0.8,0.9,0.9,0.2,0.4,0.4,1.3,4.5,5.9,.496,.697,.000,0.5,5.6,3.0,7.6,0.6,2.1,9.0,13.9,-0.2,0.2,0.0,.006,-3.4,-0.7,-4.0,-0.2,6292440,0,0,0,0,0
199,Richaun Holmes,PF,29,SAC,9.5,1.3,2.0,.633,0.1,0.1,.667,1.2,1.9,.630,.653,0.3,0.4,.778,0.8,1.4,2.2,0.1,0.1,0.3,0.4,1.5,3.0,10.7,.670,.061,.184,9.1,16.8,13.0,1.7,0.6,2.2,14.5,11.5,0.3,0.2,0.5,.097,-3.2,-0.8,-4.0,-0.1,11215260,12046020,12876780,0,0,0
200,Al Horford,C,36,BOS,30.3,3.5,7.3,.482,2.0,4.6,.427,1.5,2.7,.578,.617,0.2,0.3,.600,1.1,5.3,6.4,2.5,0.4,1.0,0.6,1.8,9.2,13.0,.618,.633,.044,4.0,18.9,11.5,10.9,0.7,2.8,7.6,11.5,1.5,1.1,2.6,.130,1.0,1.1,2.2,1.0,26500000,10000000,9500000,0,0,0
201,Talen Horton-Tucker,SG,22,UTA,15.7,2.6,6.5,.392,0.6,2.7,.242,1.9,3.9,.496,.441,1.0,1.4,.739,0.5,1.9,2.4,2.4,0.8,0.3,1.2,1.4,6.8,11.6,.475,.410,.207,3.3,13.8,8.5,21.3,2.3,1.7,14.5,22.3,-0.3,0.5,0.2,.018,-2.7,0.3,-2.3,0.0,10260000,11020000,0,0,0,0
202,Danuel House Jr,SF,29,PHI,17.0,1.7,3.6,.477,0.7,2.1,.339,1.0,1.5,.667,.575,0.8,1.1,.735,0.2,1.8,2.0,0.8,0.2,0.2,0.5,1.4,4.9,8.5,.607,.579,.318,1.6,12.2,6.9,6.7,0.6,1.3,11.6,12.0,0.3,0.5,0.8,.077,-2.6,-0.5,-3.1,-0.1,4105000,4310250,0,0,0,0
203,Caleb Houstan,SF,20,ORL,17.4,1.4,3.6,.392,1.0,2.7,.373,0.4,1.0,.444,.529,0.4,0.5,.846,0.7,1.7,2.4,0.6,0.2,0.1,0.4,1.5,4.3,7.1,.552,.735,.127,4.7,10.8,7.8,4.7,0.5,0.6,8.5,10.5,0.3,0.2,0.5,.053,-2.3,-1.1,-3.4,-0.2,2000000,2000000,2019699,2187451,0,0
204,Trevor Hudgins,PG,23,HOU,4.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.4,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,.221,15.1,1.3,16.4,0.0,508891,1761752,0,0,0,0
205,Kevin Huerter,SG,24,SAC,31.6,5.7,11.7,.484,2.9,7.1,.418,2.7,4.7,.584,.609,1.6,2.2,.728,0.6,2.8,3.3,2.9,1.1,0.3,1.6,2.7,15.9,14.5,.626,.601,.187,2.1,9.9,6.0,12.9,1.7,0.7,11.0,19.2,1.6,0.9,2.5,.101,0.9,-0.4,0.6,0.8,14508929,15669643,16830357,17991071,0,0
206,De'Andre Hunter,SF,25,ATL,31.4,5.6,12.2,.455,1.5,4.2,.353,4.1,8.1,.508,.515,2.8,3.5,.813,0.7,3.6,4.3,1.2,0.5,0.3,1.2,3.0,15.4,11.7,.561,.340,.286,2.3,12.6,7.3,5.4,0.8,0.7,8.1,20.1,0.6,0.7,1.3,.062,-2.0,-1.3,-3.3,-0.3,9835881,20089286,21696429,23303571,24910714,0
207,Bones Hyland,PG,22,DEN,20.7,4.6,11.1,.414,2.5,6.1,.413,2.1,5.0,.417,.528,1.7,2.1,.828,0.3,2.0,2.3,3.3,0.6,0.3,1.8,1.7,13.5,15.9,.559,.548,.186,1.8,10.8,6.4,23.2,1.4,1.3,13.3,29.0,0.4,0.5,0.8,.062,1.9,-2.0,-0.1,0.3,2201520,2306400,4158439,6137856,0,0
208,Serge Ibaka,PF,33,MIL,11.6,1.6,3.4,.481,0.4,1.1,.333,1.3,2.3,.556,.537,0.5,0.8,.615,0.9,1.8,2.8,0.3,0.1,0.4,0.7,1.4,4.1,10.2,.553,.333,.241,8.7,16.0,12.4,3.1,0.5,3.2,15.6,16.0,0.0,0.2,0.2,.063,-4.4,-0.1,-4.5,-0.1,2905851,0,0,0,0,0
209,Andre Iguodala,SF,39,GSW,12.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,-5.0,,,,0.0,18.1,9.1,9.5,0.0,0.0,100.0,7.0,0.0,0.0,0.0,-0.157,-13.0,-1.4,-14.4,0.0,2905851,0,0,0,0,0
210,Joe Ingles,SF,35,MIL,18.6,1.7,5.3,.313,1.3,4.7,.286,0.3,0.7,.500,.438,0.3,0.3,1.000,0.6,1.2,1.8,3.3,0.4,0.1,2.1,1.4,5.0,5.0,.456,.875,.063,3.2,6.7,5.0,23.9,1.2,0.5,27.8,17.1,-0.3,0.2,-0.1,-0.029,-4.2,-1.7,-5.9,-0.2,6479000,0,0,0,0,0
211,Brandon Ingram,SF,25,NOP,32.1,7.3,15.4,.472,1.9,4.0,.467,5.4,11.4,.474,.532,4.4,5.1,.868,0.5,4.6,5.1,4.7,0.9,0.7,2.8,2.2,20.8,18.3,.590,.260,.329,1.6,16.0,8.8,22.5,1.3,2.0,13.7,26.8,0.7,0.6,1.2,.123,1.7,0.1,1.9,0.5,31650600,33833400,36016200,0,0,0
212,Kyrie Irving,PG,30,BRK,36.5,9.7,19.8,.488,3.1,8.6,.366,6.5,11.2,.582,.567,3.6,3.9,.907,0.9,4.0,4.9,4.7,0.8,0.8,2.2,2.6,26.0,20.9,.605,.433,.199,3.0,11.9,7.7,20.6,1.0,2.0,9.4,29.1,2.2,1.0,3.3,.142,4.1,-1.2,2.9,1.3,36934550,0,0,0,0,0
213,Jaden Ivey,SG,20,DET,29.8,5.2,12.6,.409,1.3,4.0,.325,3.8,8.6,.449,.461,3.3,4.6,.718,1.1,3.0,4.1,4.1,0.9,0.2,2.7,3.0,14.9,11.7,.511,.320,.369,3.9,11.5,7.6,21.3,1.5,0.7,15.8,24.6,-0.5,0.4,-0.2,-0.007,-1.9,-1.6,-3.5,-0.4,7252200,7614480,7977240,10107163,13402098,0
214,Isaiah Jackson,PF,21,IND,15.6,2.6,4.6,.565,0.0,0.2,.167,2.6,4.4,.583,.569,1.7,2.5,.684,1.4,2.6,4.0,1.0,0.5,1.2,0.9,2.3,7.0,17.1,.610,.043,.551,9.8,18.2,14.1,9.0,1.4,6.6,13.6,17.8,0.7,0.6,1.3,.135,-1.7,1.6,-0.1,0.2,2573760,2696280,4435380,6422431,0,0
215,Jaren Jackson Jr,C,23,MEM,26.1,6.0,11.7,.513,1.5,4.2,.361,4.5,7.5,.599,.578,3.2,4.2,.760,2.0,4.5,6.4,0.8,1.1,3.2,1.6,3.0,16.7,23.3,.617,.361,.357,7.9,17.7,12.9,4.7,2.0,11.1,10.4,23.6,1.1,1.4,2.5,.202,1.8,2.9,4.7,1.0,28946605,27102202,25257798,23413395,0,0
216,Justin Jackson,SF,27,BOS,4.5,0.3,1.2,.250,0.2,0.8,.286,0.1,0.4,.167,.350,0.1,0.1,.500,0.1,0.4,0.5,0.5,0.2,0.2,0.1,0.3,0.9,7.1,.359,.700,.100,1.5,10.0,5.8,13.1,2.5,4.4,8.7,13.1,-0.1,0.1,0.0,.015,-3.7,2.0,-1.7,0.0,2133278,0,0,0,0,0
217,Reggie Jackson,PG,32,LAC,27.6,4.2,10.3,.413,1.5,4.3,.341,2.8,6.0,.464,.484,1.4,1.5,.915,0.5,2.0,2.4,3.7,0.6,0.1,2.0,1.9,11.3,9.9,.518,.418,.148,1.9,7.7,4.8,20.1,1.1,0.3,15.3,20.3,-0.3,0.9,0.6,.025,-2.8,-0.9,-3.8,-0.5,11215260,0,0,0,0,0
218,LeBron James,PF,38,LAL,35.9,11.4,22.3,.510,2.0,6.7,.295,9.4,15.6,.602,.554,4.4,5.8,.756,1.2,7.0,8.2,6.7,1.0,0.5,3.3,1.7,29.1,24.3,.585,.299,.260,3.6,20.2,12.3,32.6,1.3,1.3,11.7,33.1,2.0,1.2,3.1,.136,5.1,0.2,5.3,2.1,44474988,46698737,50434636,0,0,0
219,Ty Jerome,SG,25,GSW,18.1,2.7,5.5,.492,0.9,2.3,.382,1.8,3.2,.571,.572,1.0,1.1,.962,0.1,1.5,1.6,2.4,0.3,0.1,0.7,1.4,7.3,12.2,.613,.417,.197,0.8,9.0,4.9,18.1,0.9,0.4,10.6,15.5,0.7,0.3,1.0,.107,-1.2,-0.6,-1.8,0.0,4728948,1761752,0,0,0,0
220,Isaiah Joe,SG,23,OKC,13.5,2.3,4.8,.469,1.7,3.8,.444,0.6,1.1,.556,.641,0.8,1.1,.800,0.3,1.7,2.0,1.1,0.6,0.1,0.4,1.5,7.1,16.9,.664,.775,.219,2.1,13.6,7.7,11.6,2.0,0.4,7.4,17.7,1.1,0.5,1.6,.172,2.6,0.4,3.0,0.5,1836090,1997238,2164993,0,0,0
221,Alize Johnson,PF,26,SAS,7.5,0.8,1.5,.500,0.0,0.5,.000,0.8,1.0,.750,.500,0.3,0.5,.500,0.5,2.0,2.5,0.3,0.3,0.0,1.0,0.8,1.8,4.4,.509,.333,.333,7.2,30.9,18.7,4.2,1.6,0.0,36.8,15.1,-0.1,0.0,-0.1,-0.097,-7.2,-2.0,-9.3,-0.1,192293,0,0,0,0,0
222,Cameron Johnson,PF,26,PHO,25.3,4.6,10.4,.446,2.8,6.4,.431,1.9,4.0,.469,.578,1.0,1.4,.727,0.6,2.8,3.4,1.8,1.1,0.4,0.3,1.8,13.0,17.0,.592,.614,.133,2.7,12.7,7.5,10.2,2.2,1.3,2.2,19.1,0.4,0.2,0.7,.156,3.1,0.9,4.0,0.3,5887899,8060533,0,0,0,0
223,Jalen Johnson,SF,21,ATL,15.1,2.0,4.4,.464,0.4,1.6,.246,1.6,2.8,.590,.509,0.7,1.1,.700,0.7,2.9,3.6,1.0,0.5,0.5,0.5,1.6,5.2,12.6,.536,.367,.241,4.7,21.2,12.8,8.7,1.7,2.7,9.4,14.9,0.3,0.8,1.1,.091,-2.1,1.4,-0.7,0.2,2792640,2925360,4510905,6464127,0,0
224,James Johnson,PF,35,IND,7.9,0.8,2.1,.368,0.1,0.8,.143,0.7,1.3,.500,.395,0.0,0.0,,0.0,0.9,0.9,0.6,0.1,0.3,0.2,1.9,1.7,2.1,.395,.368,.000,0.0,12.2,6.2,9.3,0.7,3.7,9.5,12.4,-0.1,0.1,0.0,-0.031,-8.5,0.3,-8.2,-0.1,2905851,0,0,0,0,0
